process,software,data item,data model,data format specification,data visualization,data validation,inference
analysis,wikipedia,,,,,,
analysis,tr,,,,,,
analysis,google,,,,,,
analysis,eclipse,,,,,,
analysis,protégé,,,,,,
analysis,rce,,,,,,
analysis,matlab,,,,,,
analysis,word,,,,,,
analysis,flops,,,,,,
analysis,aaa,,,,,,
analysis,isight,,,,,,
analysis,pest,,,,,,
analysis,git,,,,,,
analysis,solidworks,,,,,,
analysis,access,,,,,,
analysis,prado,,,,,,
analysis,outlook,,,,,,
analysis,,audio,,,,,
analysis,,animation,,,,,
analysis,,documents,,,,,
analysis,,metadata,,,,,
analysis,,forms,,,,,
analysis,,cad,,,,,
analysis,,bom,,,,,
analysis,,ontology,,,,,
analysis,,assemblies,,,,,
analysis,,description,,,,,
analysis,,video,,,,,
analysis,,taxonomy,,,,,
analysis,,image,,,,,
analysis,,material,,,,,
analysis,,images,,,,,
analysis,,difficulty,,,,,
analysis,,quantity,,,,,
analysis,,,sql,,,,
analysis,,,rds,,,,
analysis,,,sparql,,,,
analysis,,,wordnet,,,,
analysis,,,uml,,,,
analysis,,,python,,,,
analysis,,,vba,,,,
analysis,,,cco,,,,
analysis,,,sysml,,,,
analysis,,,express,,,,
analysis,,,openvsp,,,,
analysis,,,,igs,,,
analysis,,,,step,,,
analysis,,,,stl,,,
analysis,,,,owl,,,
analysis,,,,json,,,
analysis,,,,pdf,,,
analysis,,,,vrml,,,
analysis,,,,html,,,
analysis,,,,rdf,,,
analysis,,,,database,,,
analysis,,,,iges,,,
analysis,,,,cpacs,,,
analysis,,,,mov,,,
analysis,,,,add,,,
analysis,,,,tiff,,,
analysis,,,,csv,,,
analysis,,,,wav,,,
analysis,,,,xml,,,
training,catia,,,,,,
training,api,,,,,,
training,excel,,,,,,
training,wikipedia,,,,,,
training,tr,,,,,,
training,google,,,,,,
training,eclipse,,,,,,
training,rce,,,,,,
training,matlab,,,,,,
training,word,,,,,,
training,pest,,,,,,
training,git,,,,,,
training,solidworks,,,,,,
training,access,,,,,,
training,outlook,,,,,,
training,,audio,,,,,
training,,animation,,,,,
training,,documents,,,,,
training,,metadata,,,,,
training,,forms,,,,,
training,,cad,,,,,
training,,bom,,,,,
training,,ontology,,,,,
training,,assemblies,,,,,
training,,description,,,,,
training,,video,,,,,
training,,taxonomy,,,,,
training,,image,,,,,
training,,material,,,,,
training,,images,,,,,
training,,difficulty,,,,,
training,,quantity,,,,,
training,,,sql,,,,
training,,,rds,,,,
training,,,sparql,,,,
training,,,uml,,,,
training,,,python,,,,
training,,,vba,,,,
training,,,cco,,,,
training,,,sysml,,,,
training,,,express,,,,
training,,,,igs,,,
training,,,,step,,,
training,,,,stl,,,
training,,,,owl,,,
training,,,,json,,,
training,,,,pdf,,,
training,,,,vrml,,,
training,,,,html,,,
training,,,,rdf,,,
training,,,,database,,,
training,,,,cpacs,,,
training,,,,mov,,,
training,,,,add,,,
training,,,,tiff,,,
training,,,,wav,,,
training,,,,xml,,,
creation,sas,,,,,,
creation,modelcenter,,,,,,
creation,catia,,,,,,
creation,ug,,,,,,
creation,api,,,,,,
creation,optimus,,,,,,
creation,excel,,,,,,
creation,reasoner,,,,,,
creation,oracle,,,,,,
creation,brics,,,,,,
creation,wikipedia,,,,,,
creation,tr,,,,,,
creation,google,,,,,,
creation,eclipse,,,,,,
creation,protégé,,,,,,
creation,rce,,,,,,
creation,matlab,,,,,,
creation,word,,,,,,
creation,flops,,,,,,
creation,aaa,,,,,,
creation,isight,,,,,,
creation,pest,,,,,,
creation,git,,,,,,
creation,solidworks,,,,,,
creation,access,,,,,,
creation,prado,,,,,,
creation,outlook,,,,,,
creation,,audio,,,,,
creation,,animation,,,,,
creation,,documents,,,,,
creation,,metadata,,,,,
creation,,forms,,,,,
creation,,cad,,,,,
creation,,bom,,,,,
creation,,ontology,,,,,
creation,,assemblies,,,,,
creation,,description,,,,,
creation,,video,,,,,
creation,,taxonomy,,,,,
creation,,image,,,,,
creation,,material,,,,,
creation,,images,,,,,
creation,,difficulty,,,,,
creation,,quantity,,,,,
creation,,,sql,,,,
creation,,,sparql,,,,
creation,,,uml,,,,
creation,,,python,,,,
creation,,,vba,,,,
creation,,,cco,,,,
creation,,,sysml,,,,
creation,,,express,,,,
creation,,,openvsp,,,,
creation,,,,igs,,,
creation,,,,step,,,
creation,,,,stl,,,
creation,,,,owl,,,
creation,,,,json,,,
creation,,,,pdf,,,
creation,,,,vrml,,,
creation,,,,html,,,
creation,,,,rdf,,,
creation,,,,database,,,
creation,,,,iges,,,
creation,,,,mov,,,
creation,,,,add,,,
creation,,,,tiff,,,
creation,,,,wav,,,
creation,,,,xml,,,
manufacture,catia,,,,,,
manufacture,ug,,,,,,
manufacture,api,,,,,,
manufacture,excel,,,,,,
manufacture,wikipedia,,,,,,
manufacture,tr,,,,,,
manufacture,google,,,,,,
manufacture,eclipse,,,,,,
manufacture,protégé,,,,,,
manufacture,rce,,,,,,
manufacture,matlab,,,,,,
manufacture,word,,,,,,
manufacture,aaa,,,,,,
manufacture,pest,,,,,,
manufacture,git,,,,,,
manufacture,solidworks,,,,,,
manufacture,access,,,,,,
manufacture,outlook,,,,,,
manufacture,,audio,,,,,
manufacture,,animation,,,,,
manufacture,,documents,,,,,
manufacture,,metadata,,,,,
manufacture,,forms,,,,,
manufacture,,cad,,,,,
manufacture,,bom,,,,,
manufacture,,ontology,,,,,
manufacture,,assemblies,,,,,
manufacture,,description,,,,,
manufacture,,video,,,,,
manufacture,,taxonomy,,,,,
manufacture,,image,,,,,
manufacture,,material,,,,,
manufacture,,images,,,,,
manufacture,,difficulty,,,,,
manufacture,,quantity,,,,,
manufacture,,,sql,,,,
manufacture,,,rds,,,,
manufacture,,,sparql,,,,
manufacture,,,uml,,,,
manufacture,,,python,,,,
manufacture,,,vba,,,,
manufacture,,,sysml,,,,
manufacture,,,express,,,,
manufacture,,,,igs,,,
manufacture,,,,step,,,
manufacture,,,,stl,,,
manufacture,,,,owl,,,
manufacture,,,,json,,,
manufacture,,,,pdf,,,
manufacture,,,,vrml,,,
manufacture,,,,html,,,
manufacture,,,,rdf,,,
manufacture,,,,database,,,
manufacture,,,,mov,,,
manufacture,,,,add,,,
manufacture,,,,tiff,,,
manufacture,,,,wav,,,
manufacture,,,,xml,,,
archive,ug,,,,,,
archive,api,,,,,,
archive,excel,,,,,,
archive,reasoner,,,,,,
archive,oracle,,,,,,
archive,wikipedia,,,,,,
archive,tr,,,,,,
archive,google,,,,,,
archive,eclipse,,,,,,
archive,protégé,,,,,,
archive,rce,,,,,,
archive,word,,,,,,
archive,git,,,,,,
archive,access,,,,,,
archive,outlook,,,,,,
archive,,audio,,,,,
archive,,animation,,,,,
archive,,documents,,,,,
archive,,metadata,,,,,
archive,,forms,,,,,
archive,,cad,,,,,
archive,,ontology,,,,,
archive,,description,,,,,
archive,,video,,,,,
archive,,taxonomy,,,,,
archive,,image,,,,,
archive,,material,,,,,
archive,,difficulty,,,,,
archive,,quantity,,,,,
archive,,,sql,,,,
archive,,,sparql,,,,
archive,,,uml,,,,
archive,,,vba,,,,
archive,,,sysml,,,,
archive,,,express,,,,
archive,,,,igs,,,
archive,,,,step,,,
archive,,,,owl,,,
archive,,,,pdf,,,
archive,,,,html,,,
archive,,,,rdf,,,
archive,,,,database,,,
archive,,,,add,,,
archive,,,,xml,,,
plm,catia,,,,,,
plm,api,,,,,,
plm,excel,,,,,,
plm,tr,,,,,,
plm,eclipse,,,,,,
plm,matlab,,,,,,
plm,word,,,,,,
plm,solidworks,,,,,,
plm,access,,,,,,
plm,outlook,,,,,,
plm,,audio,,,,,
plm,,documents,,,,,
plm,,cad,,,,,
plm,,bom,,,,,
plm,,ontology,,,,,
plm,,description,,,,,
plm,,video,,,,,
plm,,taxonomy,,,,,
plm,,image,,,,,
plm,,material,,,,,
plm,,difficulty,,,,,
plm,,quantity,,,,,
plm,,,uml,,,,
plm,,,vba,,,,
plm,,,sysml,,,,
plm,,,express,,,,
plm,,,,step,,,
plm,,,,owl,,,
plm,,,,pdf,,,
plm,,,,vrml,,,
plm,,,,html,,,
plm,,,,rdf,,,
plm,,,,database,,,
plm,,,,mov,,,
plm,,,,add,,,
plm,,,,xml,,,
check,sas,,,,,,
check,modelcenter,,,,,,
check,catia,,,,,,
check,ug,,,,,,
check,ideas,,,,,,
check,api,,,,,,
check,optimus,,,,,,
check,excel,,,,,,
check,oracle,,,,,,
check,brics,,,,,,
check,wikipedia,,,,,,
check,tr,,,,,,
check,google,,,,,,
check,eclipse,,,,,,
check,protégé,,,,,,
check,rce,,,,,,
check,matlab,,,,,,
check,word,,,,,,
check,flops,,,,,,
check,aaa,,,,,,
check,isight,,,,,,
check,pest,,,,,,
check,git,,,,,,
check,solidworks,,,,,,
check,access,,,,,,
check,prado,,,,,,
check,outlook,,,,,,
check,,audio,,,,,
check,,animation,,,,,
check,,documents,,,,,
check,,metadata,,,,,
check,,forms,,,,,
check,,cad,,,,,
check,,bom,,,,,
check,,ontology,,,,,
check,,assemblies,,,,,
check,,description,,,,,
check,,video,,,,,
check,,taxonomy,,,,,
check,,image,,,,,
check,,material,,,,,
check,,images,,,,,
check,,difficulty,,,,,
check,,quantity,,,,,
check,,,sql,,,,
check,,,rds,,,,
check,,,sparql,,,,
check,,,uml,,,,
check,,,python,,,,
check,,,vba,,,,
check,,,cco,,,,
check,,,sysml,,,,
check,,,express,,,,
check,,,openvsp,,,,
check,,,,igs,,,
check,,,,step,,,
check,,,,stl,,,
check,,,,owl,,,
check,,,,json,,,
check,,,,pdf,,,
check,,,,vrml,,,
check,,,,html,,,
check,,,,rdf,,,
check,,,,database,,,
check,,,,iges,,,
check,,,,cpacs,,,
check,,,,mov,,,
check,,,,add,,,
check,,,,tiff,,,
check,,,,csv,,,
check,,,,wav,,,
check,,,,xml,,,
evaluation,sas,,,,,,
detailed,sas,,,,,,
design,sas,,,,,,
development,sas,,,,,,
navigation,sas,,,,,,
processing,sas,,,,,,
failure,sas,,,,,,
optimization,sas,,,,,,
review,sas,,,,,,
analysis,sas,,,,,,
creation,sas,,,,,,
check,sas,,,,,,
,sas,cad,,,,,
,sas,description,,,,,
,sas,taxonomy,,,,,
,sas,difficulty,,,,,
,sas,,express,,,,
,sas,,,step,,,
,sas,,,database,,,
,sas,,,add,,,
evaluation,modelcenter,,,,,,
detailed,modelcenter,,,,,,
solving,modelcenter,,,,,,
scheduling,modelcenter,,,,,,
design,modelcenter,,,,,,
development,modelcenter,,,,,,
processing,modelcenter,,,,,,
reasoning,modelcenter,,,,,,
optimization,modelcenter,,,,,,
analysis,modelcenter,,,,,,
creation,modelcenter,,,,,,
check,modelcenter,,,,,,
,modelcenter,cad,,,,,
,modelcenter,ontology,,,,,
,modelcenter,description,,,,,
,modelcenter,material,,,,,
,modelcenter,,sql,,,,
,modelcenter,,python,,,,
,modelcenter,,express,,,,
,modelcenter,,openvsp,,,,
,modelcenter,,,step,,,
,modelcenter,,,json,,,
,modelcenter,,,database,,,
,modelcenter,,,add,,,
,modelcenter,,,xml,,,
evaluation,catia,,,,,,
detailed,catia,,,,,,
solving,catia,,,,,,
scheduling,catia,,,,,,
design,catia,,,,,,
acquisition,catia,,,,,,
development,catia,,,,,,
processing,catia,,,,,,
reasoning,catia,,,,,,
failure,catia,,,,,,
optimization,catia,,,,,,
manufacturing,catia,,,,,,
inference,catia,,,,,,
review,catia,,,,,,
analysis,catia,,,,,,
training,catia,,,,,,
creation,catia,,,,,,
manufacture,catia,,,,,,
plm,catia,,,,,,
check,catia,,,,,,
,catia,audio,,,,,
,catia,documents,,,,,
,catia,cad,,,,,
,catia,bom,,,,,
,catia,ontology,,,,,
,catia,description,,,,,
,catia,video,,,,,
,catia,image,,,,,
,catia,material,,,,,
,catia,difficulty,,,,,
,catia,quantity,,,,,
,catia,,vba,,,,
,catia,,express,,,,
,catia,,,step,,,
,catia,,,owl,,,
,catia,,,pdf,,,
,catia,,,vrml,,,
,catia,,,html,,,
,catia,,,database,,,
,catia,,,iges,,,
,catia,,,add,,,
,catia,,,xml,,,
evaluation,ug,,,,,,
detailed,ug,,,,,,
solving,ug,,,,,,
recycling,ug,,,,,,
design,ug,,,,,,
acquisition,ug,,,,,,
development,ug,,,,,,
navigation,ug,,,,,,
processing,ug,,,,,,
failure,ug,,,,,,
manufacturing,ug,,,,,,
review,ug,,,,,,
analysis,ug,,,,,,
creation,ug,,,,,,
manufacture,ug,,,,,,
archive,ug,,,,,,
check,ug,,,,,,
,ug,cad,,,,,
,ug,description,,,,,
,ug,image,,,,,
,ug,material,,,,,
,ug,,uml,,,,
,ug,,sysml,,,,
,ug,,express,,,,
,ug,,,step,,,
,ug,,,owl,,,
,ug,,,database,,,
,ug,,,add,,,
,ug,,,xml,,,
evaluation,ideas,,,,,,
design,ideas,,,,,,
development,ideas,,,,,,
processing,ideas,,,,,,
optimization,ideas,,,,,,
manufacturing,ideas,,,,,,
review,ideas,,,,,,
analysis,ideas,,,,,,
check,ideas,,,,,,
,ideas,cad,,,,,
,ideas,ontology,,,,,
,ideas,description,,,,,
,ideas,material,,,,,
,ideas,,uml,,,,
,ideas,,sysml,,,,
,ideas,,express,,,,
,ideas,,,step,,,
,ideas,,,stl,,,
,ideas,,,database,,,
,ideas,,,add,,,
,ideas,,,xml,,,
evaluation,api,,,,,,
detailed,api,,,,,,
crawling,api,,,,,,
solving,api,,,,,,
recycling,api,,,,,,
analyzing,api,,,,,,
scheduling,api,,,,,,
design,api,,,,,,
certification,api,,,,,,
acquisition,api,,,,,,
development,api,,,,,,
navigation,api,,,,,,
processing,api,,,,,,
reasoning,api,,,,,,
failure,api,,,,,,
dissemination,api,,,,,,
optimization,api,,,,,,
manufacturing,api,,,,,,
inference,api,,,,,,
review,api,,,,,,
analysis,api,,,,,,
training,api,,,,,,
creation,api,,,,,,
manufacture,api,,,,,,
archive,api,,,,,,
plm,api,,,,,,
check,api,,,,,,
,api,audio,,,,,
,api,animation,,,,,
,api,documents,,,,,
,api,metadata,,,,,
,api,forms,,,,,
,api,cad,,,,,
,api,ontology,,,,,
,api,assemblies,,,,,
,api,description,,,,,
,api,video,,,,,
,api,taxonomy,,,,,
,api,image,,,,,
,api,material,,,,,
,api,difficulty,,,,,
,api,quantity,,,,,
,api,,sql,,,,
,api,,rds,,,,
,api,,sparql,,,,
,api,,uml,,,,
,api,,python,,,,
,api,,vba,,,,
,api,,sysml,,,,
,api,,express,,,,
,api,,,igs,,,
,api,,,step,,,
,api,,,stl,,,
,api,,,owl,,,
,api,,,json,,,
,api,,,pdf,,,
,api,,,html,,,
,api,,,rdf,,,
,api,,,database,,,
,api,,,iges,,,
,api,,,mov,,,
,api,,,add,,,
,api,,,xml,,,
evaluation,optimus,,,,,,
detailed,optimus,,,,,,
solving,optimus,,,,,,
scheduling,optimus,,,,,,
design,optimus,,,,,,
development,optimus,,,,,,
processing,optimus,,,,,,
reasoning,optimus,,,,,,
optimization,optimus,,,,,,
analysis,optimus,,,,,,
creation,optimus,,,,,,
check,optimus,,,,,,
,optimus,cad,,,,,
,optimus,ontology,,,,,
,optimus,description,,,,,
,optimus,material,,,,,
,optimus,,sql,,,,
,optimus,,python,,,,
,optimus,,express,,,,
,optimus,,openvsp,,,,
,optimus,,,step,,,
,optimus,,,json,,,
,optimus,,,database,,,
,optimus,,,add,,,
,optimus,,,xml,,,
evaluation,excel,,,,,,
detailed,excel,,,,,,
crawling,excel,,,,,,
solving,excel,,,,,,
analyzing,excel,,,,,,
scheduling,excel,,,,,,
design,excel,,,,,,
certification,excel,,,,,,
acquisition,excel,,,,,,
development,excel,,,,,,
navigation,excel,,,,,,
processing,excel,,,,,,
reasoning,excel,,,,,,
failure,excel,,,,,,
dissemination,excel,,,,,,
optimization,excel,,,,,,
manufacturing,excel,,,,,,
inference,excel,,,,,,
alm,excel,,,,,,
review,excel,,,,,,
analysis,excel,,,,,,
training,excel,,,,,,
creation,excel,,,,,,
manufacture,excel,,,,,,
archive,excel,,,,,,
plm,excel,,,,,,
check,excel,,,,,,
,excel,audio,,,,,
,excel,animation,,,,,
,excel,documents,,,,,
,excel,forms,,,,,
,excel,cad,,,,,
,excel,bom,,,,,
,excel,ontology,,,,,
,excel,assemblies,,,,,
,excel,description,,,,,
,excel,video,,,,,
,excel,taxonomy,,,,,
,excel,image,,,,,
,excel,material,,,,,
,excel,images,,,,,
,excel,difficulty,,,,,
,excel,quantity,,,,,
,excel,,sql,,,,
,excel,,rds,,,,
,excel,,uml,,,,
,excel,,python,,,,
,excel,,sysml,,,,
,excel,,express,,,,
,excel,,,step,,,
,excel,,,stl,,,
,excel,,,owl,,,
,excel,,,json,,,
,excel,,,pdf,,,
,excel,,,html,,,
,excel,,,rdf,,,
,excel,,,database,,,
,excel,,,mov,,,
,excel,,,add,,,
,excel,,,tiff,,,
,excel,,,csv,,,
,excel,,,wav,,,
,excel,,,xml,,,
detailed,reasoner,,,,,,
scheduling,reasoner,,,,,,
design,reasoner,,,,,,
development,reasoner,,,,,,
processing,reasoner,,,,,,
dissemination,reasoner,,,,,,
inference,reasoner,,,,,,
analysis,reasoner,,,,,,
creation,reasoner,,,,,,
archive,reasoner,,,,,,
,reasoner,metadata,,,,,
,reasoner,ontology,,,,,
,reasoner,description,,,,,
,reasoner,taxonomy,,,,,
,reasoner,,sparql,,,,
,reasoner,,sysml,,,,
,reasoner,,express,,,,
,reasoner,,,step,,,
,reasoner,,,owl,,,
,reasoner,,,rdf,,,
,reasoner,,,database,,,
,reasoner,,,add,,,
,reasoner,,,xml,,,
detailed,oracle,,,,,,
design,oracle,,,,,,
development,oracle,,,,,,
processing,oracle,,,,,,
failure,oracle,,,,,,
optimization,oracle,,,,,,
review,oracle,,,,,,
analysis,oracle,,,,,,
creation,oracle,,,,,,
archive,oracle,,,,,,
check,oracle,,,,,,
,oracle,documents,,,,,
,oracle,cad,,,,,
,oracle,,sql,,,,
,oracle,,vba,,,,
,oracle,,express,,,,
,oracle,,,step,,,
,oracle,,,html,,,
,oracle,,,database,,,
,oracle,,,add,,,
,oracle,,,xml,,,
detailed,brics,,,,,,
design,brics,,,,,,
certification,brics,,,,,,
development,brics,,,,,,
optimization,brics,,,,,,
manufacturing,brics,,,,,,
analysis,brics,,,,,,
creation,brics,,,,,,
check,brics,,,,,,
,brics,description,,,,,
,brics,material,,,,,
,brics,quantity,,,,,
,brics,,express,,,,
,brics,,,step,,,
,brics,,,database,,,
,brics,,,xml,,,
evaluation,wikipedia,,,,,,
detailed,wikipedia,,,,,,
recycling,wikipedia,,,,,,
design,wikipedia,,,,,,
acquisition,wikipedia,,,,,,
development,wikipedia,,,,,,
navigation,wikipedia,,,,,,
processing,wikipedia,,,,,,
reasoning,wikipedia,,,,,,
failure,wikipedia,,,,,,
optimization,wikipedia,,,,,,
manufacturing,wikipedia,,,,,,
inference,wikipedia,,,,,,
review,wikipedia,,,,,,
analysis,wikipedia,,,,,,
training,wikipedia,,,,,,
creation,wikipedia,,,,,,
manufacture,wikipedia,,,,,,
archive,wikipedia,,,,,,
check,wikipedia,,,,,,
,wikipedia,audio,,,,,
,wikipedia,animation,,,,,
,wikipedia,forms,,,,,
,wikipedia,cad,,,,,
,wikipedia,bom,,,,,
,wikipedia,ontology,,,,,
,wikipedia,assemblies,,,,,
,wikipedia,description,,,,,
,wikipedia,video,,,,,
,wikipedia,taxonomy,,,,,
,wikipedia,image,,,,,
,wikipedia,material,,,,,
,wikipedia,images,,,,,
,wikipedia,difficulty,,,,,
,wikipedia,,express,,,,
,wikipedia,,,step,,,
,wikipedia,,,stl,,,
,wikipedia,,,owl,,,
,wikipedia,,,pdf,,,
,wikipedia,,,html,,,
,wikipedia,,,database,,,
,wikipedia,,,mov,,,
,wikipedia,,,add,,,
,wikipedia,,,tiff,,,
,wikipedia,,,wav,,,
,wikipedia,,,xml,,,
evaluation,tr,,,,,,
detailed,tr,,,,,,
solving,tr,,,,,,
scheduling,tr,,,,,,
design,tr,,,,,,
certification,tr,,,,,,
acquisition,tr,,,,,,
development,tr,,,,,,
navigation,tr,,,,,,
processing,tr,,,,,,
reasoning,tr,,,,,,
failure,tr,,,,,,
optimization,tr,,,,,,
manufacturing,tr,,,,,,
inference,tr,,,,,,
review,tr,,,,,,
analysis,tr,,,,,,
training,tr,,,,,,
creation,tr,,,,,,
manufacture,tr,,,,,,
archive,tr,,,,,,
plm,tr,,,,,,
check,tr,,,,,,
,tr,audio,,,,,
,tr,documents,,,,,
,tr,metadata,,,,,
,tr,forms,,,,,
,tr,cad,,,,,
,tr,bom,,,,,
,tr,ontology,,,,,
,tr,description,,,,,
,tr,video,,,,,
,tr,taxonomy,,,,,
,tr,image,,,,,
,tr,material,,,,,
,tr,difficulty,,,,,
,tr,quantity,,,,,
,tr,,rds,,,,
,tr,,sparql,,,,
,tr,,uml,,,,
,tr,,python,,,,
,tr,,vba,,,,
,tr,,cco,,,,
,tr,,express,,,,
,tr,,,step,,,
,tr,,,stl,,,
,tr,,,owl,,,
,tr,,,pdf,,,
,tr,,,vrml,,,
,tr,,,html,,,
,tr,,,rdf,,,
,tr,,,database,,,
,tr,,,add,,,
,tr,,,xml,,,
evaluation,google,,,,,,
detailed,google,,,,,,
crawling,google,,,,,,
solving,google,,,,,,
recycling,google,,,,,,
scheduling,google,,,,,,
design,google,,,,,,
acquisition,google,,,,,,
development,google,,,,,,
navigation,google,,,,,,
processing,google,,,,,,
reasoning,google,,,,,,
failure,google,,,,,,
optimization,google,,,,,,
manufacturing,google,,,,,,
inference,google,,,,,,
review,google,,,,,,
analysis,google,,,,,,
training,google,,,,,,
creation,google,,,,,,
manufacture,google,,,,,,
archive,google,,,,,,
check,google,,,,,,
,google,documents,,,,,
,google,metadata,,,,,
,google,cad,,,,,
,google,ontology,,,,,
,google,description,,,,,
,google,video,,,,,
,google,image,,,,,
,google,material,,,,,
,google,difficulty,,,,,
,google,,sql,,,,
,google,,sparql,,,,
,google,,wordnet,,,,
,google,,uml,,,,
,google,,python,,,,
,google,,express,,,,
,google,,,step,,,
,google,,,owl,,,
,google,,,json,,,
,google,,,pdf,,,
,google,,,html,,,
,google,,,rdf,,,
,google,,,database,,,
,google,,,add,,,
,google,,,xml,,,
evaluation,eclipse,,,,,,
detailed,eclipse,,,,,,
solving,eclipse,,,,,,
design,eclipse,,,,,,
certification,eclipse,,,,,,
acquisition,eclipse,,,,,,
development,eclipse,,,,,,
navigation,eclipse,,,,,,
processing,eclipse,,,,,,
reasoning,eclipse,,,,,,
dissemination,eclipse,,,,,,
optimization,eclipse,,,,,,
manufacturing,eclipse,,,,,,
inference,eclipse,,,,,,
review,eclipse,,,,,,
analysis,eclipse,,,,,,
training,eclipse,,,,,,
creation,eclipse,,,,,,
manufacture,eclipse,,,,,,
archive,eclipse,,,,,,
plm,eclipse,,,,,,
check,eclipse,,,,,,
,eclipse,animation,,,,,
,eclipse,documents,,,,,
,eclipse,forms,,,,,
,eclipse,cad,,,,,
,eclipse,ontology,,,,,
,eclipse,description,,,,,
,eclipse,video,,,,,
,eclipse,image,,,,,
,eclipse,material,,,,,
,eclipse,quantity,,,,,
,eclipse,,express,,,,
,eclipse,,,step,,,
,eclipse,,,owl,,,
,eclipse,,,html,,,
,eclipse,,,database,,,
,eclipse,,,mov,,,
,eclipse,,,add,,,
,eclipse,,,xml,,,
evaluation,protégé,,,,,,
detailed,protégé,,,,,,
scheduling,protégé,,,,,,
design,protégé,,,,,,
acquisition,protégé,,,,,,
development,protégé,,,,,,
processing,protégé,,,,,,
reasoning,protégé,,,,,,
optimization,protégé,,,,,,
manufacturing,protégé,,,,,,
inference,protégé,,,,,,
review,protégé,,,,,,
analysis,protégé,,,,,,
creation,protégé,,,,,,
manufacture,protégé,,,,,,
archive,protégé,,,,,,
check,protégé,,,,,,
,protégé,audio,,,,,
,protégé,documents,,,,,
,protégé,cad,,,,,
,protégé,ontology,,,,,
,protégé,description,,,,,
,protégé,video,,,,,
,protégé,taxonomy,,,,,
,protégé,image,,,,,
,protégé,material,,,,,
,protégé,difficulty,,,,,
,protégé,,uml,,,,
,protégé,,express,,,,
,protégé,,,step,,,
,protégé,,,owl,,,
,protégé,,,rdf,,,
,protégé,,,database,,,
,protégé,,,add,,,
,protégé,,,xml,,,
evaluation,rce,,,,,,
detailed,rce,,,,,,
solving,rce,,,,,,
scheduling,rce,,,,,,
design,rce,,,,,,
certification,rce,,,,,,
acquisition,rce,,,,,,
development,rce,,,,,,
navigation,rce,,,,,,
processing,rce,,,,,,
reasoning,rce,,,,,,
failure,rce,,,,,,
optimization,rce,,,,,,
manufacturing,rce,,,,,,
inference,rce,,,,,,
review,rce,,,,,,
analysis,rce,,,,,,
training,rce,,,,,,
creation,rce,,,,,,
manufacture,rce,,,,,,
archive,rce,,,,,,
check,rce,,,,,,
,rce,documents,,,,,
,rce,metadata,,,,,
,rce,cad,,,,,
,rce,ontology,,,,,
,rce,description,,,,,
,rce,video,,,,,
,rce,material,,,,,
,rce,difficulty,,,,,
,rce,quantity,,,,,
,rce,,sql,,,,
,rce,,uml,,,,
,rce,,python,,,,
,rce,,sysml,,,,
,rce,,express,,,,
,rce,,,step,,,
,rce,,,stl,,,
,rce,,,html,,,
,rce,,,database,,,
,rce,,,iges,,,
,rce,,,cpacs,,,
,rce,,,add,,,
,rce,,,xml,,,
evaluation,matlab,,,,,,
detailed,matlab,,,,,,
solving,matlab,,,,,,
scheduling,matlab,,,,,,
design,matlab,,,,,,
certification,matlab,,,,,,
acquisition,matlab,,,,,,
development,matlab,,,,,,
navigation,matlab,,,,,,
processing,matlab,,,,,,
reasoning,matlab,,,,,,
failure,matlab,,,,,,
dissemination,matlab,,,,,,
optimization,matlab,,,,,,
manufacturing,matlab,,,,,,
inference,matlab,,,,,,
alm,matlab,,,,,,
review,matlab,,,,,,
analysis,matlab,,,,,,
training,matlab,,,,,,
creation,matlab,,,,,,
manufacture,matlab,,,,,,
plm,matlab,,,,,,
check,matlab,,,,,,
,matlab,audio,,,,,
,matlab,documents,,,,,
,matlab,forms,,,,,
,matlab,cad,,,,,
,matlab,bom,,,,,
,matlab,ontology,,,,,
,matlab,description,,,,,
,matlab,video,,,,,
,matlab,taxonomy,,,,,
,matlab,image,,,,,
,matlab,material,,,,,
,matlab,difficulty,,,,,
,matlab,quantity,,,,,
,matlab,,rds,,,,
,matlab,,uml,,,,
,matlab,,python,,,,
,matlab,,vba,,,,
,matlab,,express,,,,
,matlab,,,step,,,
,matlab,,,owl,,,
,matlab,,,json,,,
,matlab,,,vrml,,,
,matlab,,,html,,,
,matlab,,,database,,,
,matlab,,,mov,,,
,matlab,,,add,,,
,matlab,,,xml,,,
evaluation,word,,,,,,
detailed,word,,,,,,
crawling,word,,,,,,
solving,word,,,,,,
analyzing,word,,,,,,
scheduling,word,,,,,,
design,word,,,,,,
certification,word,,,,,,
acquisition,word,,,,,,
development,word,,,,,,
navigation,word,,,,,,
processing,word,,,,,,
reasoning,word,,,,,,
failure,word,,,,,,
dissemination,word,,,,,,
optimization,word,,,,,,
manufacturing,word,,,,,,
inference,word,,,,,,
alm,word,,,,,,
review,word,,,,,,
analysis,word,,,,,,
training,word,,,,,,
creation,word,,,,,,
manufacture,word,,,,,,
archive,word,,,,,,
plm,word,,,,,,
check,word,,,,,,
,word,audio,,,,,
,word,animation,,,,,
,word,documents,,,,,
,word,metadata,,,,,
,word,forms,,,,,
,word,cad,,,,,
,word,bom,,,,,
,word,ontology,,,,,
,word,assemblies,,,,,
,word,description,,,,,
,word,video,,,,,
,word,taxonomy,,,,,
,word,image,,,,,
,word,material,,,,,
,word,images,,,,,
,word,difficulty,,,,,
,word,quantity,,,,,
,word,,sql,,,,
,word,,rds,,,,
,word,,sparql,,,,
,word,,wordnet,,,,
