process,software,data item,data model,data format specification,data visualization,data validation,inference
reasoning,,animation,,,,,
reasoning,,images,,,,,
reasoning,,material,,,,,
reasoning,,cad,,,,,
reasoning,,audio,,,,,
reasoning,,assemblies,,,,,
reasoning,,ontology,,,,,
reasoning,,animations,,,,,
reasoning,,quantity,,,,,
reasoning,,,nosql,,,,
reasoning,,,multiwordnet,,,,
reasoning,,,cypher,,,,
reasoning,,,mdax,,,,
reasoning,,,postgresql,,,,
reasoning,,,uml,,,,
reasoning,,,rds,,,,
reasoning,,,sysml,,,,
reasoning,,,kadmos,,,,
reasoning,,,cmdows,,,,
reasoning,,,serql,,,,
reasoning,,,vba,,,,
reasoning,,,cco,,,,
reasoning,,,bfo,,,,
reasoning,,,sparql,,,,
reasoning,,,express,,,,
reasoning,,,yawl,,,,
reasoning,,,python,,,,
reasoning,,,fortan,,,,
reasoning,,,vampzero,,,,
reasoning,,,xquery,,,,
reasoning,,,wordnet,,,,
reasoning,,,sql,,,,
reasoning,,,addam,,,,
reasoning,,,solr,,,,
reasoning,,,openvsp,,,,
reasoning,,,codex,,,,
reasoning,,,,postscript,,,
reasoning,,,,wmv,,,
reasoning,,,,html,,,
reasoning,,,,csv,,,
reasoning,,,,gif,,,
reasoning,,,,add,,,
reasoning,,,,vrml,,,
reasoning,,,,dwf,,,
reasoning,,,,jpg,,,
reasoning,,,,png,,,
reasoning,,,,jpgs,,,
reasoning,,,,jpeg,,,
reasoning,,,,step,,,
reasoning,,,,json,,,
reasoning,,,,database,,,
reasoning,,,,dwg,,,
reasoning,,,,owl,,,
reasoning,,,,cpacs,,,
reasoning,,,,soap,,,
reasoning,,,,rdf,,,
reasoning,,,,flash,,,
reasoning,,,,parasolid,,,
reasoning,,,,wav,,,
reasoning,,,,pdf,,,
reasoning,,,,tiff,,,
reasoning,,,,mov,,,
reasoning,,,,txt,,,
reasoning,,,,dxf,,,
reasoning,,,,igs,,,
reasoning,,,,wrp,,,
reasoning,,,,iges,,,
reasoning,,,,xml,,,
reasoning,,,,acis,,,
reasoning,,,,mpeg,,,
reasoning,,,,stl,,,
recycling,access,,,,,,
recycling,modelcenter,,,,,,
recycling,reasoner,,,,,,
recycling,fsms,,,,,,
recycling,oracle,,,,,,
recycling,networkx,,,,,,
recycling,catia,,,,,,
recycling,outlook,,,,,,
recycling,flops,,,,,,
recycling,syndeia,,,,,,
recycling,api,,,,,,
recycling,sas,,,,,,
recycling,tornado,,,,,,
recycling,tr,,,,,,
recycling,excel,,,,,,
recycling,pest,,,,,,
recycling,ug,,,,,,
recycling,wikipedia,,,,,,
recycling,optimus,,,,,,
recycling,solidedge,,,,,,
recycling,google,,,,,,
recycling,ideas,,,,,,
recycling,protégé,,,,,,
recycling,matlab,,,,,,
recycling,word,,,,,,
recycling,spss,,,,,,
recycling,daedalus,,,,,,
recycling,imagenet,,,,,,
recycling,isight,,,,,,
recycling,sumo,,,,,,
recycling,janus,,,,,,
recycling,git,,,,,,
recycling,solidworks,,,,,,
recycling,eclipse,,,,,,
recycling,jade,,,,,,
recycling,,difficulty,,,,,
recycling,,capp,,,,,
recycling,,documents,,,,,
recycling,,image,,,,,
recycling,,description,,,,,
recycling,,bom,,,,,
recycling,,metadata,,,,,
recycling,,taxonomy,,,,,
recycling,,forms,,,,,
recycling,,video,,,,,
recycling,,animation,,,,,
recycling,,images,,,,,
recycling,,material,,,,,
recycling,,cad,,,,,
recycling,,audio,,,,,
recycling,,assemblies,,,,,
recycling,,ontology,,,,,
recycling,,quantity,,,,,
recycling,,,nosql,,,,
recycling,,,uml,,,,
recycling,,,sysml,,,,
recycling,,,vba,,,,
recycling,,,cco,,,,
recycling,,,bfo,,,,
recycling,,,sparql,,,,
recycling,,,express,,,,
recycling,,,python,,,,
recycling,,,wordnet,,,,
recycling,,,sql,,,,
recycling,,,,html,,,
recycling,,,,csv,,,
recycling,,,,add,,,
recycling,,,,vrml,,,
recycling,,,,dwf,,,
recycling,,,,jpg,,,
recycling,,,,step,,,
recycling,,,,json,,,
recycling,,,,database,,,
recycling,,,,dwg,,,
recycling,,,,owl,,,
recycling,,,,soap,,,
recycling,,,,rdf,,,
recycling,,,,flash,,,
recycling,,,,parasolid,,,
recycling,,,,pdf,,,
recycling,,,,mov,,,
recycling,,,,dxf,,,
recycling,,,,iges,,,
recycling,,,,xml,,,
recycling,,,,acis,,,
recycling,,,,mpeg,,,
recycling,,,,stl,,,
dissemination,aaa,,,,,,
dissemination,access,,,,,,
dissemination,modelcenter,,,,,,
dissemination,reasoner,,,,,,
dissemination,oracle,,,,,,
dissemination,networkx,,,,,,
dissemination,catia,,,,,,
dissemination,outlook,,,,,,
dissemination,flops,,,,,,
dissemination,syndeia,,,,,,
dissemination,api,,,,,,
dissemination,sas,,,,,,
dissemination,tornado,,,,,,
dissemination,tr,,,,,,
dissemination,excel,,,,,,
dissemination,pest,,,,,,
dissemination,ug,,,,,,
dissemination,semsearch,,,,,,
dissemination,rce,,,,,,
dissemination,kaon,,,,,,
dissemination,whatsopt,,,,,,
dissemination,vivisimo,,,,,,
dissemination,wikipedia,,,,,,
dissemination,optimus,,,,,,
dissemination,solidedge,,,,,,
dissemination,google,,,,,,
dissemination,ideas,,,,,,
dissemination,protégé,,,,,,
dissemination,proteus,,,,,,
dissemination,matlab,,,,,,
dissemination,openmdao,,,,,,
dissemination,brics,,,,,,
dissemination,word,,,,,,
dissemination,tigl,,,,,,
dissemination,spss,,,,,,
dissemination,daedalus,,,,,,
dissemination,ceasiom,,,,,,
dissemination,imagenet,,,,,,
dissemination,pykechain,,,,,,
dissemination,isight,,,,,,
dissemination,sumo,,,,,,
dissemination,janus,,,,,,
dissemination,tixi,,,,,,
dissemination,git,,,,,,
dissemination,texttoonto,,,,,,
dissemination,solidworks,,,,,,
dissemination,multilinq,,,,,,
dissemination,eclipse,,,,,,
dissemination,prado,,,,,,
dissemination,cfview,,,,,,
dissemination,jade,,,,,,
dissemination,,ikewiki,,,,,
dissemination,,difficulty,,,,,
dissemination,,capp,,,,,
dissemination,,sweetwiki,,,,,
dissemination,,documents,,,,,
dissemination,,image,,,,,
dissemination,,description,,,,,
dissemination,,bom,,,,,
dissemination,,metadata,,,,,
dissemination,,taxonomy,,,,,
dissemination,,forms,,,,,
dissemination,,video,,,,,
dissemination,,freebase,,,,,
dissemination,,babelnet,,,,,
dissemination,,animation,,,,,
dissemination,,images,,,,,
dissemination,,material,,,,,
dissemination,,cad,,,,,
dissemination,,audio,,,,,
dissemination,,assemblies,,,,,
dissemination,,ontology,,,,,
dissemination,,quantity,,,,,
dissemination,,,nosql,,,,
dissemination,,,multiwordnet,,,,
dissemination,,,cypher,,,,
dissemination,,,mdax,,,,
dissemination,,,postgresql,,,,
dissemination,,,rvf,,,,
dissemination,,,uml,,,,
dissemination,,,rds,,,,
dissemination,,,sysml,,,,
dissemination,,,kadmos,,,,
dissemination,,,cmdows,,,,
dissemination,,,serql,,,,
dissemination,,,vba,,,,
dissemination,,,cco,,,,
dissemination,,,bfo,,,,
dissemination,,,sparql,,,,
dissemination,,,express,,,,
dissemination,,,dtad,,,,
dissemination,,,python,,,,
dissemination,,,fortan,,,,
dissemination,,,xquery,,,,
dissemination,,,wordnet,,,,
dissemination,,,sql,,,,
dissemination,,,addam,,,,
dissemination,,,codex,,,,
dissemination,,,,postscript,,,
dissemination,,,,wmv,,,
dissemination,,,,html,,,
dissemination,,,,csv,,,
dissemination,,,,gif,,,
dissemination,,,,add,,,
dissemination,,,,vrml,,,
dissemination,,,,dwf,,,
dissemination,,,,jpg,,,
dissemination,,,,png,,,
dissemination,,,,jpgs,,,
dissemination,,,,jpeg,,,
dissemination,,,,step,,,
dissemination,,,,json,,,
dissemination,,,,database,,,
dissemination,,,,dwg,,,
dissemination,,,,owl,,,
dissemination,,,,cpacs,,,
dissemination,,,,soap,,,
dissemination,,,,rdf,,,
dissemination,,,,flash,,,
dissemination,,,,parasolid,,,
dissemination,,,,wav,,,
dissemination,,,,pdf,,,
dissemination,,,,tiff,,,
dissemination,,,,mov,,,
dissemination,,,,txt,,,
dissemination,,,,dxf,,,
dissemination,,,,igs,,,
dissemination,,,,wrp,,,
dissemination,,,,iges,,,
dissemination,,,,xml,,,
dissemination,,,,acis,,,
dissemination,,,,mpeg,,,
dissemination,,,,stl,,,
manufacturing,saxon,,,,,,
manufacturing,aaa,,,,,,
manufacturing,access,,,,,,
manufacturing,modelcenter,,,,,,
manufacturing,reasoner,,,,,,
manufacturing,fsms,,,,,,
manufacturing,oracle,,,,,,
manufacturing,networkx,,,,,,
manufacturing,mopcssoviz,,,,,,
manufacturing,catia,,,,,,
manufacturing,outlook,,,,,,
manufacturing,flops,,,,,,
manufacturing,syndeia,,,,,,
manufacturing,api,,,,,,
manufacturing,sas,,,,,,
manufacturing,tornado,,,,,,
manufacturing,tr,,,,,,
manufacturing,excel,,,,,,
manufacturing,pest,,,,,,
manufacturing,ug,,,,,,
manufacturing,semsearch,,,,,,
manufacturing,rce,,,,,,
manufacturing,kaon,,,,,,
manufacturing,whatsopt,,,,,,
manufacturing,vivisimo,,,,,,
manufacturing,wikipedia,,,,,,
manufacturing,optimus,,,,,,
manufacturing,solidedge,,,,,,
manufacturing,google,,,,,,
manufacturing,ideas,,,,,,
manufacturing,protégé,,,,,,
manufacturing,proteus,,,,,,
manufacturing,matlab,,,,,,
manufacturing,openmdao,,,,,,
manufacturing,brics,,,,,,
manufacturing,word,,,,,,
manufacturing,tigl,,,,,,
manufacturing,spss,,,,,,
manufacturing,daedalus,,,,,,
manufacturing,ceasiom,,,,,,
manufacturing,imagenet,,,,,,
manufacturing,pykechain,,,,,,
manufacturing,isight,,,,,,
manufacturing,sumo,,,,,,
manufacturing,janus,,,,,,
manufacturing,tixi,,,,,,
manufacturing,git,,,,,,
manufacturing,texttoonto,,,,,,
manufacturing,solidworks,,,,,,
manufacturing,multilinq,,,,,,
manufacturing,eclipse,,,,,,
manufacturing,prado,,,,,,
manufacturing,jade,,,,,,
manufacturing,,ikewiki,,,,,
manufacturing,,difficulty,,,,,
manufacturing,,capp,,,,,
manufacturing,,sweetwiki,,,,,
manufacturing,,documents,,,,,
manufacturing,,image,,,,,
manufacturing,,description,,,,,
manufacturing,,bom,,,,,
manufacturing,,metadata,,,,,
manufacturing,,taxonomy,,,,,
manufacturing,,forms,,,,,
manufacturing,,video,,,,,
manufacturing,,freebase,,,,,
manufacturing,,babelnet,,,,,
manufacturing,,animation,,,,,
manufacturing,,images,,,,,
manufacturing,,material,,,,,
manufacturing,,cad,,,,,
manufacturing,,audio,,,,,
manufacturing,,assemblies,,,,,
manufacturing,,ontology,,,,,
manufacturing,,animations,,,,,
manufacturing,,quantity,,,,,
manufacturing,,,nosql,,,,
manufacturing,,,multiwordnet,,,,
manufacturing,,,cypher,,,,
manufacturing,,,mdax,,,,
manufacturing,,,postgresql,,,,
manufacturing,,,rvf,,,,
manufacturing,,,uml,,,,
manufacturing,,,rds,,,,
manufacturing,,,sysml,,,,
manufacturing,,,kadmos,,,,
manufacturing,,,cmdows,,,,
manufacturing,,,vba,,,,
manufacturing,,,cco,,,,
manufacturing,,,bfo,,,,
manufacturing,,,sparql,,,,
manufacturing,,,express,,,,
manufacturing,,,dtad,,,,
manufacturing,,,yawl,,,,
manufacturing,,,python,,,,
manufacturing,,,fortan,,,,
manufacturing,,,vampzero,,,,
manufacturing,,,xquery,,,,
manufacturing,,,wordnet,,,,
manufacturing,,,sql,,,,
manufacturing,,,addam,,,,
manufacturing,,,openvsp,,,,
manufacturing,,,codex,,,,
manufacturing,,,,postscript,,,
manufacturing,,,,wmv,,,
manufacturing,,,,html,,,
manufacturing,,,,csv,,,
manufacturing,,,,gif,,,
manufacturing,,,,add,,,
manufacturing,,,,vrml,,,
manufacturing,,,,dwf,,,
manufacturing,,,,jpg,,,
manufacturing,,,,png,,,
manufacturing,,,,jpgs,,,
manufacturing,,,,jpeg,,,
